aallalaartarpit	aallar-LAAR=TAR<Interrogativ<du
qimappallaarlara	qimap+VALLAAR<Optativ<JegHam
qimavikkakkuuna	qimap-VIP<Causativ<JegHam+UNA
qimavitsigilli	qimap-VIP<Imperativ<ViDem+LI
qinnulli	qinnut<ental<Absolut+LI
qinnullu	qinnut<ental<Absolut+LU
qinnununa	qinnut<ental<Absolut+UNA
qinnummik	qinnut<ental<Instrumentalis
qinnummilli	qinnut<ental<Instrumentalis+LI
qinnummi	qinnut<ental<Lokalis
qinnummeeqqutigit	qinnut<ental<Lokalis+IP-QQU<Imperativ<ViDem
qinnummeeqqullugulu	qinnut<ental<Lokalis+IP-QQU<Ledsagemåde<ham+LU
qinnummeeqqulara	qinnut<ental<Lokalis+IP-QQU<Optativ<JegHam
qinnummeereerpit	qinnut<ental<Lokalis+IP-RIIR<Interrogativ<du
qinnummeereertununa	qinnut<ental<Lokalis+IP-RIIR<Participium<de+UNA
qinnummiuna	qinnut<ental<Lokalis+UNA
qinnummut	qinnut<ental<Terminalis
qinnummukalaarlutik	qinnut<ental<Terminalis-KAR-LAAR<Ledsagemåde<de_selv
qinnummukalaartarneq	qinnut<ental<Terminalis-KAR-LAAR=TAR+NIQ
qinnummulli	qinnut<ental<Terminalis+LI
qinnummullu	qinnut<ental<Terminalis+LU
qinnummununa	qinnut<ental<Terminalis+UNA
qinnutaajuna	qinnut<flertal<hans<Absolut+UNA
qinnutikka	qinnut<flertal<min<Absolut
qinnutigiittullu	qinnut+GIIT<flertal<Aequalis+LU
qinnutigiilererusuttunga	qinnut+GIIT-LIRI+GUSUP<Participium<jeg
qinnutigiilerinikuusorlu	qinnut+GIIT-LIRI+NIKUU<Participium<han+LU
qinnutigiilerisinnaasoorusunninili	qinnut+GIIT-LIRI+SINNAA+TUQ-U+GUSUP+NIQ<ental<sin<Absolut+LI
qinnutigilluartiginuna	qinnut+GӘ+LUAR<Imperativ<ViDem+UNA
qinnutaannaa	qinnut-INNAQ<flertal<hans<Absolut
qinnutilittullu	qinnut-LIK<ental<Aequalis+LU
qinnutililerisinnaallutik	qinnut-LIK-LIRI+SINNAA<Ledsagemåde<de_selv
qinnutilissioreerpulli	qinnut-LIK+SIUR-RIIR<Indikativ<de+LI
qinnutilerigaluartunga	qinnut-LIRI+GALUAR<Participium<jeg
qinnutilerisarnerillu	qinnut-LIRI+TAR+NIQ<flertal<Relativ+LU
qinnutinngoorusummanuna	qinnut-NNGUAQ-U+GUSUP<Causativ<han+UNA
qinnuteqaqqaarnera	qinnut-QAR-QQAAR+NIQ<ental<hans<Absolut
qinnuteqassallutinguna	qinnut-QAR-SSA<Ledsagemåde<de_selv+UNA
qinnutisiunnginninili	qinnut+SIUR-NNGIT+NIQ<ental<sin<Absolut+LI
qinnutitaarlutik	qinnut+TAAR<Ledsagemåde<de_selv
qinnutitaassagaluartungalu	qinnut+TAAR-SSA=GALUAR<Participium<jeg+LU
qinnutaavallaanngitsoriilerilerlutinguna	qinnut-U+VALLAAR=NNGIT+TUQ+GIIT-LIRI-LIR<Ledsagemåde<de_selv+UNA
sammisarigaluarpaanga	sammisarә+GALUAR<Indikativ<HanMig
sammisarartormanga	sammisarә+GIARTUR<Causativ<HanMig
sammisariunnaartigilli	sammisarә+GUNNAAR<Imperativ<ViDem+LI
sammisariunnaarlugu	sammisarә+GUNNAAR<Ledsagemåde<ham
sammisariinnartiginuna	sammisarә-INNAR<Imperativ<ViDem+UNA
sammisarilaartarmanga	sammisarә-LAAR=TAR<Causativ<HanMig
sammisarilaartartigillu	sammisarә-LAAR=TAR<Imperativ<ViDem+LU
sammisaralugit	sammisarә<Ledsagemåde<dem
sammisaralugilli	sammisarә<Ledsagemåde<dem+LI
sammisarilluarlugulu	sammisarә+LUAR<Ledsagemåde<ham+LU
sammisariniarlaralu	sammisarә+NIAR<Optativ<JegHam+LU
sammisarinikuutiginuna	sammisarә+NIKUU<Imperativ<ViDem+UNA
sammisarinikuulara	sammisarә+NIKUU<Optativ<JegHam
sammisarineqarmat	sammisarә+NIQAR<Causativ<han
sammisarineqarpunga	sammisarә+NIQAR<Indikativ<jeg
sammisarineqarpungali	sammisarә+NIQAR<Indikativ<jeg+LI
sammisarinerlara	sammisarә+NIR<Optativ<JegHam
sammisarinerullugu	sammisarә+NIRU<Ledsagemåde<ham
sammisarinerulara	sammisarә+NIRU<Optativ<JegHam
sammisarinngilat	sammisarә-NNGIT<Indikativ<DuHam
sammisarilarali	sammisarә<Optativ<JegHam+LI
sammisarilaraana	sammisarә<Optativ<JegHam+UNA
sammisareqqaarlara	sammisarә-QQAAR<Optativ<JegHam
sammisareqqullugu	sammisarә-QQU<Ledsagemåde<ham
sammisareriarmanga	sammisarә-RIAR<Causativ<HanMig
sammisareriarpaa	sammisarә-RIAR<Indikativ<HanHam
sammisarereertiginuna	sammisarә-RIIR<Imperativ<ViDem+UNA
sammisarereerpaannga	sammisarә-RIIR<Indikativ<DeMig
sammisarereerlaraana	sammisarә-RIIR<Optativ<JegHam+UNA
sammisarisimasartiginuna	sammisarә+SIMA=TAR<Imperativ<ViDem+UNA
sammisarissagaluarakku	sammisarә-SSA=GALUAR<Causativ<JegHam
sammisarissagaluartigit	sammisarә-SSA=GALUAR<Imperativ<ViDem
sammisarissagaluartigilli	sammisarә-SSA=GALUAR<Imperativ<ViDem+LI
sammisarissavaalu	sammisarә-SSA<Indikativ<HanDem+LU
sammisarissavaanga	sammisarә-SSA<Indikativ<HanMig
sammisarissavaangali	sammisarә-SSA<Indikativ<HanMig+LI
sammisarisarlugu	sammisarә+TAR<Ledsagemåde<ham
sammisarivallaarmanga	sammisarә+VALLAAR<Causativ<HanMig
sammisarivallaarlugu	sammisarә+VALLAAR<Ledsagemåde<ham
sammisarivallaanngilara	sammisarә+VALLAAR=NNGIT<Indikativ<JegHam
sammisarivimmanga	sammisarә-VIP<Causativ<HanMig
sammisarivitsigillu	sammisarә-VIP<Imperativ<ViDem+LU
sinneraluarlara	sinner+GALUAR<Optativ<JegHam
sinnerpakkaana	sinner<Indikativ<JegDem+UNA
sinnerlugilli	sinner<Ledsagemåde<dem+LI
sinnilerpiuk	sinner-LIR<Interrogativ<DuHam
sinnerluarakku	sinner+LUAR<Causativ<JegHam
sinninnginnakkuuna	sinner-NNGIT<Causativ<JegHam+UNA
sinnereertigit	sinner-RIIR<Imperativ<ViDem
sinnereerlarali	sinner-RIIR<Optativ<JegHam+LI
sisamaannakkaana	sisamat-INNAQ<flertal<min<Absolut+UNA
sisamaannanngoqquiuk	sisamat-INNAQ-NNGUR-QQU<Interrogativ<DuHam
sisamaannartaassallutilli	sisamat-INNAQ+TAAR-SSA<Ledsagemåde<de_selv+LI
sisamassanik	sisamat-SSAQ<flertal<Instrumentalis
sisamassaqaqqaarmatalu	sisamat-SSAQ-QAR-QQAAR<Causativ<de+LU
sisamassartaanngitsoq	sisamat-SSAQ+TAAR-NNGIT<Participium<han
sisamassaainnarninilu	sisamat-SSAQ-U-INNAR+NIQ<ental<sin<Absolut+LU
sisamassaanertunngooqqummanga	sisamat-SSAQ-U+NIR+TUQ-NNGUAQ-U-QQU<Causativ<HanMig
sisamatut	sisamat<Talord<Aequalis
sisamatullu	sisamat<Talord<Aequalis+LU
sisamatununa	sisamat<Talord<Aequalis+UNA
sisamaanuna	sisamat<Talord<ental<deres+UNA
sisamanununa	sisamat<Talord<flertal<Terminalis+UNA
Sisimiut	Sisimiut<Absolut
Sisimiulli	Sisimiut<Absolut+LI
Sisimiullu	Sisimiut<Absolut+LU
Sisimiununa	Sisimiut<Absolut+UNA
Sisimiunik	Sisimiut<Instrumentalis
Sisimiunilli	Sisimiut<Instrumentalis+LI
Sisimiunillu	Sisimiut<Instrumentalis+LU
Sisimiuninguna	Sisimiut<Instrumentalis+UNA
Sisimiuni	Sisimiut<Lokalis
Sisimiuniimmatali	Sisimiut<Lokalis+IP<Causativ<de+LI
Sisimiuniilaarpununa	Sisimiut<Lokalis+IP-LAAR<Indikativ<de+UNA
Sisimiuneeqqaarpit	Sisimiut<Lokalis+IP-QQAAR<Interrogativ<du
Sisimiuneeqquakkalu	Sisimiut<Lokalis+IP-QQU<Indikativ<JegDem+LU
Sisimiuneereerlutinguna	Sisimiut<Lokalis+IP-RIIR<Ledsagemåde<de_selv+UNA
Sisimiormiuuna	Sisimiut+MIU<ental<Absolut+UNA
Sisimiormiumilli	Sisimiut+MIU<ental<Instrumentalis+LI
Sisimiormiumi	Sisimiut+MIU<ental<Lokalis
Sisimiormiumulli	Sisimiut+MIU<ental<Terminalis+LI
Sisimiormiuneeqquaa	Sisimiut+MIU<flertal<Lokalis+IP-QQU<Indikativ<HanHam
Sisimiormiuneeqquiuk	Sisimiut+MIU<flertal<Lokalis+IP-QQU<Interrogativ<DuHam
Sisimiormiuneeqqulara	Sisimiut+MIU<flertal<Lokalis+IP-QQU<Optativ<JegHam
Sisimiormiuneereerneq	Sisimiut+MIU<flertal<Lokalis+IP-RIIR+NIQ
Sisimiormiulerivikkama	Sisimiut+MIU-LIRI-VIP<Causativ<jeg
Sisimiormiunnguinnaramaana	Sisimiut+MIU-NNGUR-INNAR<Causativ<jeg+UNA
Sisimiormiunngorlutik	Sisimiut+MIU-NNGUR<Ledsagemåde<de_selv
Sisimiormiunngulertulilli	Sisimiut+MIU-NNGUR-LIR+TUQ-LIK<ental<Absolut+LI
Sisimiormiunngoriarmata	Sisimiut+MIU-NNGUR-RIAR<Causativ<de
Sisimiormiunngoriartunga	Sisimiut+MIU-NNGUR-RIAR<Participium<jeg
Sisimiormiunngoreertoqalaartartulerinini	Sisimiut+MIU-NNGUR-RIIR+TUQ-QAR-LAAR=TAR+TUQ-LIRI+NIQ<ental<sin<Absolut
Sisimiormiunngoreertoqassammalli	Sisimiut+MIU-NNGUR-RIIR+TUQ-QAR-SSA<Causativ<han+LI
Sisimiormioqarpoq	Sisimiut+MIU-QAR<Indikativ<han
Sisimiormioqarneq	Sisimiut+MIU-QAR+NIQ
Sisimiormioqarnerli	Sisimiut+MIU-QAR+NIQ+LI
Sisimiormioqarnerlu	Sisimiut+MIU-QAR+NIQ+LU
Sisimiormioqarneruna	Sisimiut+MIU-QAR+NIQ+UNA
Sisimiormioqartoq	Sisimiut+MIU-QAR<Participium<han
Sisimiormioqartoruna	Sisimiut+MIU-QAR<Participium<han+UNA
Sisimiormioqartorli	Sisimiut+MIU-QAR+TUQ+LI
Sisimiormioqartorlu	Sisimiut+MIU-QAR+TUQ+LU
Sisimiormiuummat	Sisimiut+MIU-U<Causativ<han
Sisimiormiuugaluarlutillu	Sisimiut+MIU-U+GALUAR<Ledsagemåde<de_selv+LU
Sisimiormiuuppununa	Sisimiut+MIU-U<Indikativ<de+UNA
Sisimiormiuuit	Sisimiut+MIU-U<Interrogativ<du
Sisimiormiuulaartooqqulluginuna	Sisimiut+MIU-U-LAAR+TUQ-U-QQU<Ledsagemåde<dem+UNA
Sisimiormiuuneratta	Sisimiut+MIU-U+NIR<Causativ<vi
Sisimiormiuuneruvugut	Sisimiut+MIU-U+NIRU<Indikativ<vi
Sisimiormiooqqaarlutik	Sisimiut+MIU-U-QQAAR<Ledsagemåde<de_selv
Sisimiormiooqqutigillu	Sisimiut+MIU-U-QQU<Imperativ<ViDem+LU
Sisimiormiooqquakka	Sisimiut+MIU-U-QQU<Indikativ<JegDem
Sisimiormiooqqularali	Sisimiut+MIU-U-QQU<Optativ<JegHam+LI
Sisimiormiooriarlutillu	Sisimiut+MIU-U-RIAR<Ledsagemåde<de_selv+LU
Sisimiormiooreerpit	Sisimiut+MIU-U-RIIR<Interrogativ<du
Sisimiormiooreerlutik	Sisimiut+MIU-U-RIIR<Ledsagemåde<de_selv
Sisimiormiuusimavoruna	Sisimiut+MIU-U+SIMA<Indikativ<han+UNA
Sisimiormiuusimavungali	Sisimiut+MIU-U+SIMA<Indikativ<jeg+LI
Sisimiormiuussavit	Sisimiut+MIU-U-SSA<Interrogativ<du
Sisimiunukalaartartorlu	Sisimiut<Terminalis-KAR-LAAR=TAR<Participium<han+LU
Sisimiunukanngilatit	Sisimiut<Terminalis-KAR-NNGIT<Interrogativ<du
Sisimiunukaqqaartoqanngilarlu	Sisimiut<Terminalis-KAR-QQAAR+TUQ-QAR-NNGIT<Indikativ<han+LU
Sisimiunukariarpunga	Sisimiut<Terminalis-KAR-RIAR<Indikativ<jeg
Sisimiunukassagaluarpit	Sisimiut<Terminalis-KAR-SSA=GALUAR<Interrogativ<du
Sisimiunukavittoq	Sisimiut<Terminalis-KAR-VIP<Participium<han
Sisimiunukavittunga	Sisimiut<Terminalis-KAR-VIP<Participium<jeg
Sisimiunulli	Sisimiut<Terminalis+LI
Sisimiunununa	Sisimiut<Terminalis+UNA
siullikka	siulleq<flertal<min<Absolut
siullerartorlarali	siulleq+GӘ+GIARTUR<Optativ<JegHam+LI
siulliinnaq	siulleq-INNAQ<ental<Absolut
siulliinnartaassagaluarniniuna	siulleq-INNAQ+TAAR-SSA=GALUAR+NIQ<ental<sin<Absolut+UNA
sivikimmanuna	sivikip<Causativ<han+UNA
sivikinnermanuna	sivikip+NIR<Causativ<han+UNA
sivikeqqaarpit	sivikip-QQAAR<Interrogativ<du
sivikeqqaartungaana	sivikip-QQAAR<Participium<jeg+UNA
sivikeqquiuk	sivikip-QQU<Interrogativ<DuHam
sivikeqqullugit	sivikip-QQU<Ledsagemåde<dem
sivikeqqulara	sivikip-QQU<Optativ<JegHam
sivikeriarpit	sivikip-RIAR<Interrogativ<du
sivikeriartunga	sivikip-RIAR<Participium<jeg
sooq	sooq<Partikel
soorli	sooq<Partikel+LI
soorlu	sooq<Partikel+LU
sooruna	sooq<Partikel+UNA
soorunami	soorunami<Partikel
soorunamili	soorunami<Partikel+LI
soqutiginalaartarpugullu	soqutiginar-LAAR=TAR<Indikativ<vi+LU
soqutiginarnikuunermukalaartartoqarpoq	soqutiginar+NIKUU+NIQ<ental<Terminalis-KAR-LAAR=TAR+TUQ-QAR<Indikativ<han
soqutiginaqqaarpit	soqutiginar-QQAAR<Interrogativ<du
soqutiginaqqaartoq	soqutiginar-QQAAR+TUQ<ental<Absolut
soqutiginarsimasarattali	soqutiginar+SIMA=TAR<Causativ<vi+LI
soqutiginarpallaannginatilli	soqutiginar+VALLAAR=NNGIT<Ledsagemåde<de_selv+LI
soqutiginarpallaannginnini	soqutiginar+VALLAAR=NNGIT+NIQ<ental<sin<Absolut
soqutigiunnaarakku	soqutigә+GUNNAAR<Causativ<JegHam
soqutigivassi	soqutigә<Indikativ<JegJer
soqutigiviuk	soqutigә<Interrogativ<DuHam
soqutiginikuuara	soqutigә+NIKUU<Indikativ<JegHam
soqutiginngimmanga	soqutigә-NNGIT<Causativ<HanMig
soqutiginnginnakku	soqutigә-NNGIT<Causativ<JegHam
soqutigilara	soqutigә<Optativ<JegHam
soqutigeqqaartigit	soqutigә-QQAAR<Imperativ<ViDem
soqutigereertigit	soqutigә-RIIR<Imperativ<ViDem
summatalu	su<Causativ<de+LU
sujartorpit	su+GIARTUR<Interrogativ<du
sujartortunga	su+GIARTUR<Participium<jeg
sujartortulerivimmatalu	su+GIARTUR+TUQ-LIRI-VIP<Causativ<de+LU
sujunnaartunga	su+GUNNAAR<Participium<jeg
sorusummatalu	su+GUSUP<Causativ<de+LU
sorusummat	su+GUSUP<Causativ<han
sorusummalli	su+GUSUP<Causativ<han+LI
sorusummallu	su+GUSUP<Causativ<han+LU
sorusukkattali	su+GUSUP<Causativ<vi+LI
sorusuppugununa	su+GUSUP<Indikativ<vi+UNA
sorusullutik	su+GUSUP<Ledsagemåde<de_selv
sorusullutillu	su+GUSUP<Ledsagemåde<de_selv+LU
sorusunnernillu	su+GUSUP+NIQ<flertal<Instrumentalis+LU
suvugut	su<Indikativ<vi
suinnarmalli	su-INNAR<Causativ<han+LI
suinnarpugununa	su-INNAR<Indikativ<vi+UNA
suinnarlutinguna	su-INNAR<Ledsagemåde<de_selv+UNA
sulaartarlutik	su-LAAR=TAR<Ledsagemåde<de_selv
sullutik	su<Ledsagemåde<de_selv
sullutilli	su<Ledsagemåde<de_selv+LI
SULI	SULI<Partikel
SULIli	SULI<Partikel+LI
SULIlu	SULI<Partikel+LU
SULIuna	SULI<Partikel+UNA
sulerpulli	su-LIR<Indikativ<de+LI
sulerporuna	su-LIR<Indikativ<han+UNA
sulluarpit	su+LUAR<Interrogativ<du
sulluartunga	su+LUAR<Participium<jeg
suna	suna<Pronomen<Absolut<ental
sungiukkakku	sungiup<Causativ<JegHam
suniarneq	su+NIAR+NIQ<ental<Absolut
sunermallu	su+NIR<Causativ<han+LU
sunngillalli	su-NNGIT<Indikativ<de+LI
soqqaarmata	su-QQAAR<Causativ<de
soqqaarmat	su-QQAAR<Causativ<han
soqqaarpunga	su-QQAAR<Indikativ<jeg
soqqaartunga	su-QQAAR<Participium<jeg
soqqugakku	su-QQU<Causativ<JegHam
soqqugakkuli	su-QQU<Causativ<JegHam+LI
soqqutiginuna	su-QQU<Imperativ<ViDem+UNA
soqquiuk	su-QQU<Interrogativ<DuHam
soqqullugilli	su-QQU<Ledsagemåde<dem+LI
soqqullugu	su-QQU<Ledsagemåde<ham
soqqulluguli	su-QQU<Ledsagemåde<ham+LI
soqqularalu	su-QQU<Optativ<JegHam+LU
soriarput	su-RIAR<Indikativ<de
soriarpoq	su-RIAR<Indikativ<han
soriarpit	su-RIAR<Interrogativ<du
soriarlutik	su-RIAR<Ledsagemåde<de_selv
soriarlutilli	su-RIAR<Ledsagemåde<de_selv+LI
soriartungali	su-RIAR<Participium<jeg+LI
soreerlutilli	su-RIIR<Ledsagemåde<de_selv+LI
soreerneranuna	su-RIIR+NIQ<ental<deres+UNA
soreernini	su-RIIR+NIQ<ental<sin<Absolut
soreernerilli	su-RIIR+NIQ<flertal<Relativ+LI
soreertorisarakku	su-RIIR+TUQ+GӘ+TAR<Causativ<JegHam
susimasorlu	su+SIMA<Participium<han+LU
susimasartungaana	su+SIMA=TAR<Participium<jeg+UNA
sussagaluartoqalermallu	su-SSA=GALUAR+TUQ-QAR-LIR<Causativ<han+LU
susaraluarpit	su+TAR=GALUAR<Interrogativ<du
susaraluartooriarnini	su+TAR=GALUAR+TUQ-U-RIAR+NIQ<ental<sin<Absolut
susaraluartooreerlutillu	su+TAR=GALUAR+TUQ-U-RIIR<Ledsagemåde<de_selv+LU
susartungaana	su+TAR<Participium<jeg+UNA
suallaannginnini	su+VALLAAR=NNGIT+NIQ<ental<sin<Absolut
suallaannginnerinuna	su+VALLAAR=NNGIT+NIQ<flertal<Absolut+UNA
suittuulaartaratta	su-VIP+TUQ-U-LAAR=TAR<Causativ<vi
taajunnaarakkuli	taa+GUNNAAR<Causativ<JegHam+LI
taaguummili	taaguut<ental<Lokalis+LI
taallugit	taa<Ledsagemåde<dem
taallugu	taa<Ledsagemåde<ham
taalermanga	taa-LIR<Causativ<HanMig
taalluarpaangali	taa+LUAR<Indikativ<HanMig+LI
taaniarnaginuna	taa+NIAR=NNGIT<Ledsagemåde<dem+UNA
taaniarnaguli	taa+NIAR=NNGIT<Ledsagemåde<ham+LI
taaneqartukkununa	taa+NIQAR+TUQ<ental<Vialis+UNA
taanerutiginuna	taa+NIRU<Imperativ<ViDem+UNA
taannali	taanna<Pronomen<Absolut<ental+LI
taassavara	taa-SSA<Indikativ<JegHam
taassalaraana	taa-SSA<Optativ<JegHam+UNA
taasarlara	taa+TAR<Optativ<JegHam
taava	taava<Partikel
takorusukkakku	taku+GUSUP<Causativ<JegHam
takorusutsigilli	taku+GUSUP<Imperativ<ViDem+LI
takorusutsiginuna	taku+GUSUP<Imperativ<ViDem+UNA
takulaarpiuk	taku-LAAR<Interrogativ<DuHam
takulluarpiuk	taku+LUAR<Interrogativ<DuHam
takunerpaanuna	taku+NIR<Indikativ<DeHam+UNA
takunngiliuk	taku-NNGIT<Interrogativ<DuHam
takoqqaarlara	taku-QQAAR<Optativ<JegHam
takoriarluginuna	taku-RIAR<Ledsagemåde<dem+UNA
takoriarlara	taku-RIAR<Optativ<JegHam
takoreertigit	taku-RIIR<Imperativ<ViDem
takoreertiginuna	taku-RIIR<Imperativ<ViDem+UNA
takussammanga	taku-SSA<Causativ<HanMig
takusaraluartigillu	taku+TAR=GALUAR<Imperativ<ViDem+LU
takuillugilli	taku-VIP<Ledsagemåde<dem+LI
tallimaannaanuna	tallimat-INNAQ<flertal<Absolut+UNA
tallimaannalerivallaarmanuna	tallimat-INNAQ-LIRI+VALLAAR<Causativ<han+UNA
tallimaannartaaqqaarpit	tallimat-INNAQ+TAAR-QQAAR<Interrogativ<du
tallimassani	tallimat-SSAQ<flertal<Lokalis
tallimassalereqqulara	tallimat-SSAQ-LIRI-QQU<Optativ<JegHam
tallimassalerivikkamali	tallimat-SSAQ-LIRI-VIP<Causativ<jeg+LI
tallimassanngoraluarlutik	tallimat-SSAQ-NNGUR+GALUAR<Ledsagemåde<de_selv
tallimassaqaqqaartungali	tallimat-SSAQ-QAR-QQAAR<Participium<jeg+LI
tallimassarsiulernera	tallimat-SSAQ+SIUR-LIR+NIQ<ental<min<Absolut
tallimassartaaqqutigit	tallimat-SSAQ+TAAR-QQU<Imperativ<ViDem
tallimassaassagaluartoqalaartunga	tallimat-SSAQ-U-SSA=GALUAR+TUQ-QAR-LAAR<Participium<jeg
tallimatununa	tallimat<Talord<Aequalis+UNA
tallimallu	tallimat<Talord<flertal<Absolut+LU
tallimanukareeratta	tallimat<Talord<flertal<Terminalis-KAR-RIIR<Causativ<vi
tallimanik	tallimat<Talord<Instrumentalis
tallimanilli	tallimat<Talord<Instrumentalis+LI
tallimani	tallimat<Talord<Lokalis
tamanna	tamanna<Pronomen<Absolut<ental
tamannali	tamanna<Pronomen<Absolut<ental+LI
tamannalu	tamanna<Pronomen<Absolut<ental+LU
tamarmilli	tamarmik<Adjektiv+LI
tamarmillu	tamarmik<Adjektiv+LU
tamarminguna	tamarmik<Adjektiv+UNA
tamatta	tamatta<Adjektiv
tamattali	tamatta<Adjektiv+LI
tamattaana	tamatta<Adjektiv+UNA
Tasiilaq	Tasiilaq<Absolut
Tasiilarli	Tasiilaq<Absolut+LI
Tasiilarlu	Tasiilaq<Absolut+LU
Tasiilaruna	Tasiilaq<Absolut+UNA
Tasiilamik	Tasiilaq<Instrumentalis
Tasiilamilli	Tasiilaq<Instrumentalis+LI
Tasiilamillu	Tasiilaq<Instrumentalis+LU
Tasiilaminguna	Tasiilaq<Instrumentalis+UNA
Tasiilami	Tasiilaq<Lokalis
Tasiilamiikkaluarlutillu	Tasiilaq<Lokalis+IP+GALUAR<Ledsagemåde<de_selv+LU
Tasiilameeqqaarlutinguna	Tasiilaq<Lokalis+IP-QQAAR<Ledsagemåde<de_selv+UNA
Tasiilameeqqaartoqarporli	Tasiilaq<Lokalis+IP-QQAAR+TUQ-QAR<Indikativ<han+LI
Tasiilameeqquara	Tasiilaq<Lokalis+IP-QQU<Indikativ<JegHam
Tasiilameeqqulara	Tasiilaq<Lokalis+IP-QQU<Optativ<JegHam
Tasiilameeriarpit	Tasiilaq<Lokalis+IP-RIAR<Interrogativ<du
Tasiilameeriartoqarpoq	Tasiilaq<Lokalis+IP-RIAR+TUQ-QAR<Indikativ<han
Tasiilameereerpullu	Tasiilaq<Lokalis+IP-RIIR<Indikativ<de+LU
Tasiilameereertoqanngilaq	Tasiilaq<Lokalis+IP-RIIR+TUQ-QAR-NNGIT<Indikativ<han
Tasiilamili	Tasiilaq<Lokalis+LI
Tasiilarmiumiillutilli	Tasiilaq+MIU<ental<Lokalis+IP<Ledsagemåde<de_selv+LI
Tasiilarmiumeeqqaartunga	Tasiilaq+MIU<ental<Lokalis+IP-QQAAR<Participium<jeg
Tasiilarmiulereqqulara	Tasiilaq+MIU-LIRI-QQU<Optativ<JegHam
Tasiilarmiulerisooriarlutillu	Tasiilaq+MIU-LIRI+TUQ-U-RIAR<Ledsagemåde<de_selv+LU
Tasiilarmiunngulaaramalu	Tasiilaq+MIU-NNGUR-LAAR<Causativ<jeg+LU
Tasiilarmiunngulermat	Tasiilaq+MIU-NNGUR-LIR<Causativ<han
Tasiilarmiunngussagaluarmallu	Tasiilaq+MIU-NNGUR-SSA=GALUAR<Causativ<han+LU
Tasiilarmioqarporlu	Tasiilaq+MIU-QAR<Indikativ<han+LU
Tasiilarmioqarneq	Tasiilaq+MIU-QAR+NIQ
Tasiilarmioqartoq	Tasiilaq+MIU-QAR<Participium<han
Tasiilarmioqartorli	Tasiilaq+MIU-QAR<Participium<han+LI
Tasiilarmioqartorlu	Tasiilaq+MIU-QAR<Participium<han+LU
Tasiilarmioqartorlu	Tasiilaq+MIU-QAR+TUQ+LU
Tasiilarmiuulerpugununa	Tasiilaq+MIU-U-LIR<Indikativ<vi+UNA
Tasiilarmiuunikuullutik	Tasiilaq+MIU-U+NIKUU<Ledsagemåde<de_selv
Tasiilarmiuunerit	Tasiilaq+MIU-U+NIQ<flertal<Absolut
Tasiilarmiuunngilaq	Tasiilaq+MIU-U-NNGIT<Indikativ<han
Tasiilarmiooqqaartunga	Tasiilaq+MIU-U-QQAAR<Participium<jeg
Tasiilarmiooriarpit	Tasiilaq+MIU-U-RIAR<Interrogativ<du
Tasiilarmiuusimasaramali	Tasiilaq+MIU-U+SIMA=TAR<Causativ<jeg+LI
Tasiilamut	Tasiilaq<Terminalis
Tasiilamukalaarneq	Tasiilaq<Terminalis-KAR-LAAR+NIQ
Tasiilamukalerama	Tasiilaq<Terminalis-KAR-LIR<Causativ<jeg
Tasiilamukaqqaarmat	Tasiilaq<Terminalis-KAR-QQAAR<Causativ<han
Tasiilamukaqquakkaana	Tasiilaq<Terminalis-KAR-QQU<Indikativ<JegDem+UNA
Tasiilamukaqquiuk	Tasiilaq<Terminalis-KAR-QQU<Interrogativ<DuHam
Tasiilamukariartunga	Tasiilaq<Terminalis-KAR-RIAR<Participium<jeg
Tasiilamukariartoqarporuna	Tasiilaq<Terminalis-KAR-RIAR+TUQ-QAR<Indikativ<han+UNA
Tasiilamullu	Tasiilaq<Terminalis+LU
Tasiilamununa	Tasiilaq<Terminalis+UNA
Tasiilakkut	Tasiilaq<Vialis
Tasiilakkulli	Tasiilaq<Vialis+LI
Tasiilakkununa	Tasiilaq<Vialis+UNA
tassa	tassa<Partikel
tassali	tassa<Partikel+LI
tassalu	tassa<Partikel+LU
tikimmanga	tikip<Causativ<HanMig
tikikkakku	tikip<Causativ<JegHam
tikikkaluarlaraana	tikip+GALUAR<Optativ<JegHam+UNA
tikikkiartortigillu	tikip+GIARTUR<Imperativ<ViDem+LU
tikitsigit	tikip<Imperativ<ViDem
tikitsigilli	tikip<Imperativ<ViDem+LI
tikitsiginuna	tikip<Imperativ<ViDem+UNA
tikilaarparaana	tikip-LAAR<Indikativ<JegHam+UNA
tikillugit	tikip<Ledsagemåde<dem
tikillugu	tikip<Ledsagemåde<ham
tikilluguli	tikip<Ledsagemåde<ham+LI
tikinniarnagilli	tikip+NIAR=NNGIT<Ledsagemåde<dem+LI
tikinnikuulluguuna	tikip+NIKUU<Ledsagemåde<ham+UNA
tikinnikuularaana	tikip+NIKUU<Optativ<JegHam+UNA
tikinnerummanga	tikip+NIRU<Causativ<HanMig
tikinneruagulli	tikip+NIRU<Indikativ<ViDem+LI
tikinnaginuna	tikip-NNGIT<Ledsagemåde<dem+UNA
tikillara	tikip<Optativ<JegHam
tikeqqaarmanga	tikip-QQAAR<Causativ<HanMig
tikeqqaarakku	tikip-QQAAR<Causativ<JegHam
tikeqqaarakkuuna	tikip-QQAAR<Causativ<JegHam+UNA
tikeqqaartigit	tikip-QQAAR<Imperativ<ViDem
tikeqqaartigilli	tikip-QQAAR<Imperativ<ViDem+LI
