TA+una+Gram/Dem+Pron+Abs+Sg	taanna
Malik+Sem/Mask+Sem/Hum+Prop+Abl+Sg+LI	Malimmilli
Malik+Sem/Mask+Sem/Hum+Prop+Abl+Sg+LU	Malimmillu
Malik+Sem/Mask+Sem/Hum+Prop+Abl+Sg	Malimmit
Malik+Sem/Mask+Sem/Hum+Prop+Lok+Sg	Malimmi
Malik+Sem/Mask+Sem/Hum+Prop+Lok+Sg+LI	Malimmili
Malik+Sem/Mask+Sem/Hum+Prop+Lok+Sg+LU	Malimmilu
Malik+Sem/Mask+Sem/Hum+Prop+Trm+Sg+LI	Malimmulli
Malik+Sem/Mask+Sem/Hum+Prop+Trm+Sg+LU	Malimmullu
Malik+Sem/Mask+Sem/Hum+Prop+Trm+Sg	Malimmut
Malik+Sem/Mask+Sem/Hum+Prop+Ins+Pl	Malinnik
Malik+Sem/Mask+Sem/Hum+Prop+Ins+Pl+LI	Malinnilli
Malik+Sem/Mask+Sem/Hum+Prop+Ins+Pl+LU	Malinnillu
Malik+Sem/Mask+Sem/Hum+Prop+Lok+Pl	Malinni
Malik+Sem/Mask+Sem/Hum+Prop+Lok+Pl+LI	Malinnili
Malik+Sem/Mask+Sem/Hum+Prop+Lok+Pl+LU	Malinnilu
Malik+Sem/Mask+Sem/Hum+Prop+Abs+Sg+LI	Malilli
Malik+Sem/Mask+Sem/Hum+Prop+Abs+Sg+LU	Malillu
Malik+Sem/Mask+Sem/Hum+Prop+Abs+Sg	Malik
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+1Sg	Maliuvunga
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+1Sg+LI	Maliuvungali
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+1Sg+LU	Maliuvungalu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+3Sg	Maliuvoq
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+3Sg+LI	Maliuvorli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+3Sg+LU	Maliuvorlu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LI	Maliussavilli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LU	Maliussavillu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg	Maliussavit
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg	Maliussanngilaq
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	Maliussanngilarli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	Maliussanngilarlu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg	Maliussanngilanga
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI	Maliussanngilangali
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU	Maliussanngilangalu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI	Maliussanngilatilli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU	Maliussanngilatillu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg	Maliussanngilatit
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg	Maliussaaq
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI	Maliussaarli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU	Maliussaarlu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg	Maliussaanga
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LI	Maliussaangali
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LU	Maliussaangalu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+V+Int+2Sg+LI	Maliuilli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+V+Int+2Sg+LU	Maliuillu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+V+Int+2Sg	Maliuit
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg	Maliunngilaq
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI	Maliunngilarli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU	Maliunngilarlu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg	Maliunngilanga
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LI	Maliunngilangali
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LU	Maliunngilangalu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LI	Maliunngilatilli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LU	Maliunngilatillu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg	Maliunngilatit
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI	Maliorusussavilli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU	Maliorusussavillu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg	Maliorusussavit
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	Maliorusussanngilaq
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	Maliorusussanngilarli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	Maliorusussanngilarlu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	Maliorusussanngilanga
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI	Maliorusussanngilangali
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU	Maliorusussanngilangalu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI	Maliorusussanngilatilli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU	Maliorusussanngilatillu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	Maliorusussanngilatit
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	Maliorusussaaq
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	Maliorusussaarli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	Maliorusussaarlu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg	Maliorusussaanga
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI	Maliorusussaangali
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU	Maliorusussaangalu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI	Maliorusuppilli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU	Maliorusuppillu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg	Maliorusuppit
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	Maliorusuppoq
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	Maliorusupporli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	Maliorusupporlu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg	Maliorusuppunga
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI	Maliorusuppungali
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU	Maliorusuppungalu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	Maliorusunngilaq
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	Maliorusunngilarli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	Maliorusunngilarlu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	Maliorusunngilanga
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI	Maliorusunngilangali
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU	Maliorusunngilangalu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI	Maliorusunngilatilli
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LU	Maliorusunngilatillu
Malik+Sem/Mask+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	Maliorusunngilatit
Katuaq+Sem/inst+Sem/Hum+Prop+Abs+Sg+LI	Katuarli
Katuaq+Sem/inst+Sem/Hum+Prop+Abs+Sg+LU	Katuarlu
Katuaq+Sem/inst+Sem/Hum+Prop+Abs+Sg	Katuaq
Katuaq+Sem/inst+Sem/Hum+Prop+Abl+Sg+LI	Katuamilli
Katuaq+Sem/inst+Sem/Hum+Prop+Abl+Sg+LU	Katuamillu
Katuaq+Sem/inst+Sem/Hum+Prop+Abl+Sg	Katuamit
Katuaq+Sem/inst+Sem/Hum+Prop+Lok+Sg	Katuami
Katuaq+Sem/inst+Sem/Hum+Prop+Lok+Sg+LI	Katuamili
Katuaq+Sem/inst+Sem/Hum+Prop+Lok+Sg+LU	Katuamilu
Katuaq+Sem/inst+Sem/Hum+Prop+Ins+Sg	Katuami
Katuaq+Sem/inst+Sem/Hum+Prop+Ins+Sg+LI	Katuamili
Katuaq+Sem/inst+Sem/Hum+Prop+Ins+Sg+LU	Katuamilu
Katuaq+Sem/inst+Sem/Hum+Prop+Trm+Sg+LI	Katuamulli
Katuaq+Sem/inst+Sem/Hum+Prop+Trm+Sg+LU	Katuamullu
Katuaq+Sem/inst+Sem/Hum+Prop+Trm+Sg	Katuamut
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+3Sg	Katuaavoq
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+3Sg+LI	Katuaavorli
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+3Sg+LU	Katuaavorlu
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg	Katuaassanngilaq
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	Katuaassanngilarli
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	Katuaassanngilarlu
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg	Katuaassaaq
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI	Katuaassaarli
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU	Katuaassaarlu
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	Katuaarusussanngilaq
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	Katuaarusussanngilarli
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	Katuaarusussanngilarlu
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	Katuaarusussaaq
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	Katuaarusussaarli
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	Katuaarusussaarlu
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	Katuaarusuppoq
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	Katuaarusupporli
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	Katuaarusupporlu
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	Katuaarusunngilaq
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	Katuaarusunngilarli
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	Katuaarusunngilarlu
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg	Katuaanngilaq
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI	Katuaanngilarli
Katuaq+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU	Katuaanngilarlu
Kangerlussuaq+Sem/Geo+Prop+Ins+Sg	Kangerlussuarmik
Kangerlussuaq+Sem/Geo+Prop+Ins+Sg+LI	Kangerlussuarmilli
Kangerlussuaq+Sem/Geo+Prop+Ins+Sg+LU	Kangerlussuarmillu
Kangerlussuaq+Sem/Geo+Prop+Abl+Sg+LI	Kangerlussuarmilli
Kangerlussuaq+Sem/Geo+Prop+Abl+Sg+LU	Kangerlussuarmillu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg	Kangerlussuarmiuuvunga
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg+LI	Kangerlussuarmiuuvungali
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg+LU	Kangerlussuarmiuuvungalu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg	Kangerlussuarmiuuvoq
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg+LI	Kangerlussuarmiuuvorli
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg+LU	Kangerlussuarmiuuvorlu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LI	Kangerlussuarmiuussavilli
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LU	Kangerlussuarmiuussavillu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg	Kangerlussuarmiuussavit
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg	Kangerlussuarmiuussanngilaq
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	Kangerlussuarmiuussanngilarli
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	Kangerlussuarmiuussanngilarlu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg	Kangerlussuarmiuussanngilanga
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI	Kangerlussuarmiuussanngilangali
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU	Kangerlussuarmiuussanngilangalu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI	Kangerlussuarmiuussanngilatilli
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU	Kangerlussuarmiuussanngilatillu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg	Kangerlussuarmiuussanngilatit
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg	Kangerlussuarmiuussaaq
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI	Kangerlussuarmiuussaarli
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU	Kangerlussuarmiuussaarlu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg	Kangerlussuarmiuussaanga
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LI	Kangerlussuarmiuussaangali
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LU	Kangerlussuarmiuussaangalu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg+LI	Kangerlussuarmiuuilli
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg+LU	Kangerlussuarmiuuillu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg	Kangerlussuarmiuuit
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg	Kangerlussuarmiuunngilaq
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI	Kangerlussuarmiuunngilarli
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU	Kangerlussuarmiuunngilarlu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg	Kangerlussuarmiuunngilanga
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LI	Kangerlussuarmiuunngilangali
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LU	Kangerlussuarmiuunngilangalu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LI	Kangerlussuarmiuunngilatilli
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LU	Kangerlussuarmiuunngilatillu
Kangerlussuaq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg	Kangerlussuarmiuunngilatit
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Ins+Sg	Kangerlussuarmiumik
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Ins+Sg+LI	Kangerlussuarmiumilli
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Ins+Sg+LU	Kangerlussuarmiumillu
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Abl+Sg+LI	Kangerlussuarmiumilli
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Abl+Sg+LU	Kangerlussuarmiumillu
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Abl+Sg	Kangerlussuarmiumit
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Lok+Sg	Kangerlussuarmiumi
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Lok+Sg+LI	Kangerlussuarmiumili
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Lok+Sg+LU	Kangerlussuarmiumilu
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Trm+Sg+LI	Kangerlussuarmiumulli
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Trm+Sg+LU	Kangerlussuarmiumullu
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Trm+Sg	Kangerlussuarmiumut
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Abs+Sg	Kangerlussuarmiu
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Abs+Sg+LI	Kangerlussuarmiuli
Kangerlussuaq+Sem/Geo+Prop+MIU+N+Abs+Sg+LU	Kangerlussuarmiulu
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg	Kangerlussuarmioqarpoq
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg+LI	Kangerlussuarmioqarporli
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg+LU	Kangerlussuarmioqarporlu
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	Kangerlussuarmioqarusussanngilaq
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	Kangerlussuarmioqarusussanngilarli
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	Kangerlussuarmioqarusussanngilarlu
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	Kangerlussuarmioqarusussaaq
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	Kangerlussuarmioqarusussaarli
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	Kangerlussuarmioqarusussaarlu
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	Kangerlussuarmioqarusuppoq
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	Kangerlussuarmioqarusupporli
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	Kangerlussuarmioqarusupporlu
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	Kangerlussuarmioqarusunngilaq
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	Kangerlussuarmioqarusunngilarli
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	Kangerlussuarmioqarusunngilarlu
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg	Kangerlussuarmioqassanngilaq
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	Kangerlussuarmioqassanngilarli
Kangerlussuaq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	Kangerlussuarmioqassanngilarlu
