taanna	TA+una+Gram/Dem+Pron+Abs+Sg
Nanortalimmioqanngilarlu	Nanortalik+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LU
Nanortalimmioorusussavilli	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI
Nanortalimmioorusussavillu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU
Nanortalimmioorusussavit	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg
Nanortalimmioorusussanngilaq	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg
Nanortalimmioorusussanngilarli	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI
Nanortalimmioorusussanngilarlu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU
Nanortalimmioorusussanngilanga	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg
Nanortalimmioorusussanngilangali	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI
Nanortalimmioorusussanngilangalu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU
Nanortalimmioorusussanngilatilli	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI
Nanortalimmioorusussanngilatillu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU
Nanortalimmioorusussanngilatit	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg
Nanortalimmioorusussaaq	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
Nanortalimmioorusussaarli	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
Nanortalimmioorusussaarlu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
Nanortalimmioorusussaanga	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg
Nanortalimmioorusussaangali	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI
Nanortalimmioorusussaangalu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU
Nanortalimmioorusuppilli	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI
Nanortalimmioorusuppillu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU
Nanortalimmioorusuppit	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg
Nanortalimmioorusuppoq	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg
Nanortalimmioorusupporli	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI
Nanortalimmioorusupporlu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU
Nanortalimmioorusuppunga	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg
Nanortalimmioorusuppungali	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI
Nanortalimmioorusuppungalu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU
Nanortalimmioorusunngilaq	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg
Nanortalimmioorusunngilarli	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI
Nanortalimmioorusunngilarlu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU
Nanortalimmioorusunngilanga	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg
Nanortalimmioorusunngilangali	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI
Nanortalimmioorusunngilangalu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU
Nanortalimmioorusunngilatilli	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI
Nanortalimmioorusunngilatillu	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LU
Nanortalimmioorusunngilatit	Nanortalik+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg
Nanortalimmit	Nanortalik+Sem/Geo+Prop+Abl+Sg
Nanortalimmi	Nanortalik+Sem/Geo+Prop+Lok+Sg
Nanortalimmili	Nanortalik+Sem/Geo+Prop+Lok+Sg+LI
Nanortalimmilu	Nanortalik+Sem/Geo+Prop+Lok+Sg+LU
Nanortalimmulli	Nanortalik+Sem/Geo+Prop+Trm+Sg+LI
Nanortalimmullu	Nanortalik+Sem/Geo+Prop+Trm+Sg+LU
Nanortalimmut	Nanortalik+Sem/Geo+Prop+Trm+Sg
Nanortalilli	Nanortalik+Sem/Geo+Prop+Abs+Sg+LI
Nanortalillu	Nanortalik+Sem/Geo+Prop+Abs+Sg+LU
Nanortaliuvoq	Nanortalik+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg
Nanortaliuvorli	Nanortalik+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg+LI
Nanortaliuvorlu	Nanortalik+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg+LU
Nanortaliunngilaq	Nanortalik+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg
Nanortaliunngilarli	Nanortalik+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI
Nanortaliunngilarlu	Nanortalik+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU
Naalakkersuisuussavilli	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LI
Naalakkersuisuussavillu	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LU
Naalakkersuisuussavit	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg
Naalakkersuisuussaaq	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg
Naalakkersuisuussaarli	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI
Naalakkersuisuussaarlu	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU
Naalakkersuisuussaanga	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg
Naalakkersuisuussaangali	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LI
Naalakkersuisuussaangalu	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LU
Naalakkersuisunilli	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Abl+Pl+LI
Naalakkersuisunillu	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Abl+Pl+LU
Naalakkersuisunit	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Abl+Pl
Naalakkersuisuni	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Lok+Pl
Naalakkersuisunili	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Lok+Pl+LI
Naalakkersuisunilu	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Lok+Pl+LU
Naalakkersuisuni	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Ins+Pl
Naalakkersuisunili	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Ins+Pl+LI
Naalakkersuisunilu	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Ins+Pl+LU
Naalakkersuisunulli	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Trm+Pl+LI
Naalakkersuisunullu	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Trm+Pl+LU
Naalakkersuisunut	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+Trm+Pl
Naalakkersuisoorusussavilli	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI
Naalakkersuisoorusussavillu	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU
Naalakkersuisoorusussavit	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg
Naalakkersuisoorusussaaq	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
Naalakkersuisoorusussaarli	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
Naalakkersuisoorusussaarlu	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
Naalakkersuisoorusussaanga	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg
Naalakkersuisoorusussaangali	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI
Naalakkersuisoorusussaangalu	Naalakkersuisut+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU
Maniitsumik	Maniitsoq+Sem/Geo+Prop+Ins+Sg
Maniitsumilli	Maniitsoq+Sem/Geo+Prop+Ins+Sg+LI
Maniitsumillu	Maniitsoq+Sem/Geo+Prop+Ins+Sg+LU
Maniitsumilli	Maniitsoq+Sem/Geo+Prop+Abl+Sg+LI
Maniitsumillu	Maniitsoq+Sem/Geo+Prop+Abl+Sg+LU
Maniitsumit	Maniitsoq+Sem/Geo+Prop+Abl+Sg
Maniitsumi	Maniitsoq+Sem/Geo+Prop+Lok+Sg
Maniitsumili	Maniitsoq+Sem/Geo+Prop+Lok+Sg+LI
Maniitsumilu	Maniitsoq+Sem/Geo+Prop+Lok+Sg+LU
Maniitsumulli	Maniitsoq+Sem/Geo+Prop+Trm+Sg+LI
Maniitsumullu	Maniitsoq+Sem/Geo+Prop+Trm+Sg+LU
Maniitsumut	Maniitsoq+Sem/Geo+Prop+Trm+Sg
Maniitsuuvoq	Maniitsoq+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg
Maniitsuuvorli	Maniitsoq+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg+LI
Maniitsuuvorlu	Maniitsoq+Sem/Geo+Prop+U+Sem/be_copula+V+Ind+3Sg+LU
Maniitsuunngilaq	Maniitsoq+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg
Maniitsuunngilarli	Maniitsoq+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI
Maniitsuunngilarlu	Maniitsoq+Sem/Geo+Prop+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU
Maniitsormiuuvunga	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg
Maniitsormiuuvungali	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg+LI
Maniitsormiuuvungalu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+1Sg+LU
Maniitsormiuuvoq	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg
Maniitsormiuuvorli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg+LI
Maniitsormiuuvorlu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Ind+3Sg+LU
Maniitsormiuussavilli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LI
Maniitsormiuussavillu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LU
Maniitsormiuussavit	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg
Maniitsormiuussanngilaq	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg
Maniitsormiuussanngilarli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI
Maniitsormiuussanngilarlu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU
Maniitsormiuussanngilanga	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg
Maniitsormiuussanngilangali	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI
Maniitsormiuussanngilangalu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU
Maniitsormiuussanngilatilli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI
Maniitsormiuussanngilatillu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU
Maniitsormiuussanngilatit	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg
Maniitsormiuussaaq	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg
Maniitsormiuussaarli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI
Maniitsormiuussaarlu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU
Maniitsormiuussaanga	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg
Maniitsormiuussaangali	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LI
Maniitsormiuussaangalu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LU
Maniitsormiuuilli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg+LI
Maniitsormiuuillu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg+LU
Maniitsormiuuit	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+V+Int+2Sg
Maniitsormiuunngilaq	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg
Maniitsormiuunngilarli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI
Maniitsormiuunngilarlu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU
Maniitsormiuunngilanga	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg
Maniitsormiuunngilangali	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LI
Maniitsormiuunngilangalu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LU
Maniitsormiuunngilatilli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LI
Maniitsormiuunngilatillu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LU
Maniitsormiuunngilatit	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg
Maniitsormiumik	Maniitsoq+Sem/Geo+Prop+MIU+N+Ins+Sg
Maniitsormiumilli	Maniitsoq+Sem/Geo+Prop+MIU+N+Ins+Sg+LI
Maniitsormiumillu	Maniitsoq+Sem/Geo+Prop+MIU+N+Ins+Sg+LU
Maniitsormiumilli	Maniitsoq+Sem/Geo+Prop+MIU+N+Abl+Sg+LI
Maniitsormiumillu	Maniitsoq+Sem/Geo+Prop+MIU+N+Abl+Sg+LU
Maniitsormiumit	Maniitsoq+Sem/Geo+Prop+MIU+N+Abl+Sg
Maniitsormiumi	Maniitsoq+Sem/Geo+Prop+MIU+N+Lok+Sg
Maniitsormiumili	Maniitsoq+Sem/Geo+Prop+MIU+N+Lok+Sg+LI
Maniitsormiumilu	Maniitsoq+Sem/Geo+Prop+MIU+N+Lok+Sg+LU
Maniitsormiumulli	Maniitsoq+Sem/Geo+Prop+MIU+N+Trm+Sg+LI
Maniitsormiumullu	Maniitsoq+Sem/Geo+Prop+MIU+N+Trm+Sg+LU
Maniitsormiumut	Maniitsoq+Sem/Geo+Prop+MIU+N+Trm+Sg
Maniitsormiuga	Maniitsoq+Sem/Geo+Prop+MIU+N+Abs+Sg+1SgPoss
Maniitsormiugali	Maniitsoq+Sem/Geo+Prop+MIU+N+Abs+Sg+1SgPoss+LI
Maniitsormiugalu	Maniitsoq+Sem/Geo+Prop+MIU+N+Abs+Sg+1SgPoss+LU
Maniitsormiu	Maniitsoq+Sem/Geo+Prop+MIU+N+Abs+Sg
Maniitsormiuli	Maniitsoq+Sem/Geo+Prop+MIU+N+Abs+Sg+LI
Maniitsormiulu	Maniitsoq+Sem/Geo+Prop+MIU+N+Abs+Sg+LU
Maniitsormioqarpoq	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg
Maniitsormioqarporli	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg+LI
Maniitsormioqarporlu	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+V+Ind+3Sg+LU
Maniitsormioqarusussanngilaq	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg
Maniitsormioqarusussanngilarli	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI
Maniitsormioqarusussanngilarlu	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU
Maniitsormioqarusussaaq	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
Maniitsormioqarusussaarli	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
Maniitsormioqarusussaarlu	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
Maniitsormioqarusuppoq	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg
Maniitsormioqarusupporli	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI
Maniitsormioqarusupporlu	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU
Maniitsormioqarusunngilaq	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg
Maniitsormioqarusunngilarli	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI
Maniitsormioqarusunngilarlu	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU
Maniitsormioqassanngilaq	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg
Maniitsormioqassanngilarli	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI
Maniitsormioqassanngilarlu	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU
Maniitsormioqassaaq	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg
Maniitsormioqassaarli	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LI
Maniitsormioqassaarlu	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LU
Maniitsormioqanngilaq	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg
Maniitsormioqanngilarli	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LI
Maniitsormioqanngilarlu	Maniitsoq+Sem/Geo+Prop+MIU+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LU
Maniitsormioorusussavilli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI
Maniitsormioorusussavillu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU
Maniitsormioorusussavit	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg
Maniitsormioorusussanngilaq	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg
Maniitsormioorusussanngilarli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI
Maniitsormioorusussanngilarlu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU
Maniitsormioorusussanngilanga	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg
Maniitsormioorusussanngilangali	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI
Maniitsormioorusussanngilangalu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU
Maniitsormioorusussanngilatilli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI
Maniitsormioorusussanngilatillu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU
Maniitsormioorusussanngilatit	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg
Maniitsormioorusussaaq	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
Maniitsormioorusussaarli	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
Maniitsormioorusussaarlu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
Maniitsormioorusussaanga	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg
Maniitsormioorusussaangali	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI
Maniitsormioorusussaangalu	Maniitsoq+Sem/Geo+Prop+MIU+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU
